ManufacturerProductNumber,SeriesName,ManufacturerName,DatasheetUrl,PhotoUrl,ProductStatus,Operating Temperature,Mounting Type,Package / Case,Supplier Device Package,Core Processor,Number of Cores/Bus Width,Speed,RAM Controllers,Ethernet,Voltage - I/O
MAX804RCSA,-,Analog Devices Inc./Maxim Integrated,https://rocelec.widen.net/view/pdf/urtubl2wuh/MAXM-S-A0000664092-1.pdf?t.download=true&u=5oefqw,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2720/MFG_DS485TMX-NOPB.jpg,Active,0°C ~ 70°C,Surface Mount,"8-SOIC (0.154"", 3.90mm Width)",8-SOIC,,,,,,
MAX8214AEPE,-,Analog Devices Inc./Maxim Integrated,https://rocelec.widen.net/view/pdf/u0uzrodalk/MAXMS09302-1.pdf?t.download=true&u=5oefqw,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/3090/MFG_74HC253N%2C652.jpg,Active,-40°C ~ 85°C,Through Hole,"16-DIP (0.300"", 7.62mm)",16-PDIP,,,,,,
MAX8214AESE,-,Analog Devices Inc./Maxim Integrated,https://rocelec.widen.net/view/pdf/u0uzrodalk/MAXMS09302-1.pdf?t.download=true&u=5oefqw,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5442/MFG_CYPCYPS25FL128P0XMFI011.jpg,Active,-40°C ~ 85°C,Surface Mount,"16-SOIC (0.154"", 3.90mm Width)",16-SOIC,,,,,,
MAX6703AZKA+,-,Analog Devices Inc./Maxim Integrated,https://www.analog.com/media/en/technical-documentation/data-sheets/MAX6701-MAX6708.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5791/175%7E21-0078%7EKA%7E8.jpg,Active,-40°C ~ 125°C (TA),Surface Mount,SOT-23-8,SOT-23-8,,,,,,
MAX807MEUE,-,Analog Devices Inc./Maxim Integrated,https://rocelec.widen.net/view/pdf/1gja5yo7fz/MAXMS05176-1.pdf?t.download=true&u=5oefqw,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4593/MFG_AD5232BRU100-REEL7.jpg,Active,-40°C ~ 85°C (TA),Surface Mount,"16-TSSOP (0.173"", 4.40mm Width)",16-TSSOP,,,,,,
MC68EC000AA8,M680x0,Freescale Semiconductor,https://rocelec.widen.net/view/pdf/jznwxw8ikl/FSCLS11200-1.pdf?t.download=true&u=5oefqw,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2747/MFG_MC68SEC000FU20.jpg,Obsolete,0°C ~ 70°C (TA),Surface Mount,64-QFP,64-QFP (14x14),EC000,"1 Core, 32-Bit",8MHz,-,-,5.0V
MCIMX233DJM4B,i.MX23,NXP USA Inc.,https://www.nxp.com/docs/en/fact-sheet/IMX233FS.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/12/169-FBGA.jpg,Obsolete,-10°C ~ 70°C (TA),Surface Mount,169-LFBGA,169-MAPBGA (11x11),ARM926EJ-S,"1 Core, 32-Bit",454MHz,DRAM,-,"2.0V, 2.5V, 2.7V, 3.0V, 3.3V"
MAX806TCSA,-,Analog Devices Inc./Maxim Integrated,https://rocelec.widen.net/view/pdf/urtubl2wuh/MAXM-S-A0000664092-1.pdf?t.download=true&u=5oefqw,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4259/MFG_TLC4502QDG4.jpg,Active,0°C ~ 70°C (TA),Surface Mount,"8-SOIC (0.154"", 3.90mm Width)",8-SOIC,,,,,,
MAX806SCSA,-,Analog Devices Inc./Maxim Integrated,https://rocelec.widen.net/view/pdf/urtubl2wuh/MAXM-S-A0000664092-1.pdf?t.download=true&u=5oefqw,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4014/MFG_EL5102ISZ.jpg,Active,0°C ~ 70°C (TA),Surface Mount,"8-SOIC (0.154"", 3.90mm Width)",8-SOIC,,,,,,
CP3BT13G38,-,National Semiconductor,https://rocelec.widen.net/view/pdf/s4mdbjdncv/NATLS12126-1.pdf?t.download=true&u=5oefqw,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/3756/MFG_HSP48908VC-20.jpg,Obsolete,-40°C ~ 85°C,Surface Mount,100-LQFP,100-QFP (14x14),CR16C,,,,,
MAX694EPA,-,Analog Devices Inc./Maxim Integrated,https://rocelec.widen.net/view/pdf/bxaanikdaa/MAXM-S-A0000775151-1.pdf?t.download=true&u=5oefqw,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5441/MFG_NOPB.jpg,Active,-40°C ~ 85°C (TA),Through Hole,"8-DIP (0.300"", 7.62mm)",8-PDIP,,,,,,
MAX692AESA,-,Analog Devices Inc./Maxim Integrated,https://rocelec.widen.net/view/pdf/dfxaqvy06k/MAXM-S-A0002176405-1.pdf?t.download=true&u=5oefqw,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4259/MFG_TLC4502QDG4.jpg,Active,-40°C ~ 85°C (TA),Surface Mount,"8-SOIC (0.154"", 3.90mm Width)",8-SOIC,,,,,,
MAX808MEPA,-,Analog Devices Inc./Maxim Integrated,https://rocelec.widen.net/view/pdf/97adnaegjm/MAXMS08176-1.pdf?t.download=true&u=5oefqw,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5441/MFG_NOPB.jpg,Active,-40°C ~ 85°C (TA),Through Hole,"8-DIP (0.300"", 7.62mm)",8-PDIP,,,,,,
MAX808LEPA,-,Analog Devices Inc./Maxim Integrated,https://rocelec.widen.net/view/pdf/97adnaegjm/MAXMS08176-1.pdf?t.download=true&u=5oefqw,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5441/MFG_NOPB.jpg,Active,-40°C ~ 85°C (TA),Through Hole,"8-DIP (0.300"", 7.62mm)",8-PDIP,,,,,,
DG8065101418900,*,Intel,https://download.intel.com/newsroom/kits/mobileworld/2013/pdfs/Intel_Atom_Processors_Brief.pdf,,Active,,,,,,,,,,
MAX805TCPA+,*,Analog Devices Inc./Maxim Integrated,https://pdfserv.maximintegrated.com/en/ds/MAX690R-MAX806T.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/376/8-DIP.jpg,Obsolete,,,,,,,,,,
SB80L186-16,i186,Advanced Micro Devices,https://rocelec.widen.net/view/pdf/wpcnbdajbi/AMDID083-105.pdf?t.download=true&u=5oefqw,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2644/MFG_TMS320F28069UPFPS.jpg,Active,0°C ~ 70°C (TA),Surface Mount,80-QFP,80-SQFP,80C186,"1 Core, 16-Bit",16MHz,DRAM,-,3.0V
MAX8214BMJE,-,Analog Devices Inc./Maxim Integrated,https://rocelec.widen.net/view/pdf/u0uzrodalk/MAXMS09302-1.pdf?t.download=true&u=5oefqw,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5442/MFG_NATNSCLF13508D.jpg,Active,-55°C ~ 125°C,Through Hole,"16-CDIP (0.300"", 7.62mm)",16-CERDIP,,,,,,
MC10H642FNR2,-,onsemi,//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/9/MC10H642-D.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2442/28-LCC%20%28J-Lead%29.jpg,Obsolete,0°C ~ 85°C,Surface Mount,28-LCC (J-Lead),28-PLCC (11.51x11.51),,,,,,
MC100H642FN,-,onsemi,//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/9/MC10H642-D.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2442/28-LCC%20%28J-Lead%29.jpg,Obsolete,0°C ~ 85°C,Surface Mount,28-LCC (J-Lead),28-PLCC (11.51x11.51),,,,,,
MC10H642FN,-,onsemi,//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/9/MC10H642-D.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2442/28-LCC%20%28J-Lead%29.jpg,Obsolete,0°C ~ 85°C,Surface Mount,28-LCC (J-Lead),28-PLCC (11.51x11.51),,,,,,
RJ80535VC600512,*,Intel,,,Active,,,,,,,,,,
RJ80530MZ733256,1,Intel,https://rocelec.widen.net/view/pdf/l0rsgzk6pw/INTLS03634-1.pdf?t.download=true&u=5oefqw,,Active,100°C (TC),Surface Mount,"479-BBGA, FCBGA",479-FCBGA (35x35),Mobile Intel® Celeron® Processor,"1 Core, 32-Bit",733MHz,-,-,1.15V
MC13212R2,-,Freescale Semiconductor,https://rocelec.widen.net/view/pdf/7uftiskzkm/FSCLS05225-1.pdf?t.download=true&u=5oefqw,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/428/MFG_LM3485MMX.jpg,Active,-40°C ~ 85°C,Surface Mount,71-VFLGA Exposed Pad,71-LGA (9x9),,,,,,
MPXY8500DK016T1,-,Freescale Semiconductor,https://rocelec.widen.net/view/pdf/muuxdabn7d/PHGL-S-A0003023996-1.pdf?t.download=true&u=5oefqw,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5442/MFG_TEXTISBQ50002RHBR.jpg,Obsolete,-40°C ~ 125°C,Surface Mount,32-QFN Exposed Pad,32-QFN (9x9),,,,,,
MAX691EWE/R70033,*,Analog Devices Inc./Maxim Integrated,https://rocelec.widen.net/view/pdf/ifs7e4qi4u/MAXM-S-A0005008110-1.pdf?t.download=true&u=5oefqw,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5442/MFG_TISTEXCD4060BMT.jpg,Active,,,,,,,,,,
RH80530WZ006256,*,Intel,https://rocelec.widen.net/view/pdf/jdowgrao31/INTLS01256-1.pdf?t.download=true&u=5oefqw,,Active,,,,,,,,,,
MAX807NEUE,-,Analog Devices Inc./Maxim Integrated,https://rocelec.widen.net/view/pdf/1gja5yo7fz/MAXMS05176-1.pdf?t.download=true&u=5oefqw,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4593/MFG_AD5232BRU100-REEL7.jpg,Active,-40°C ~ 85°C (TA),Surface Mount,"16-TSSOP (0.173"", 4.40mm Width)",16-TSSOP,,,,,,
MAX807NEPE,-,Analog Devices Inc./Maxim Integrated,https://rocelec.widen.net/view/pdf/1gja5yo7fz/MAXMS05176-1.pdf?t.download=true&u=5oefqw,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/3090/MFG_74HC253N%2C652.jpg,Active,-40°C ~ 85°C (TA),Through Hole,"16-DIP (0.300"", 7.62mm)",16-PDIP,,,,,,
TP3465V,-,National Semiconductor,https://rocelec.widen.net/view/pdf/kr0hh9mzeu/TXIIS144187-1.pdf?t.download=true&u=5oefqw,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4717/MFG_DAC7724NB.jpg,Active,,Surface Mount,28-LCC (J-Lead),28-PLCC (11.51x11.51),,,,,,
MAX690SEPA,-,Analog Devices Inc./Maxim Integrated,https://rocelec.widen.net/view/pdf/urtubl2wuh/MAXM-S-A0000664092-1.pdf?t.download=true&u=5oefqw,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5441/MFG_NOPB.jpg,Active,-40°C ~ 85°C (TA),Through Hole,"8-DIP (0.300"", 7.62mm)",8-PDIP,,,,,,
MAX808MESA,-,Analog Devices Inc./Maxim Integrated,https://rocelec.widen.net/view/pdf/97adnaegjm/MAXMS08176-1.pdf?t.download=true&u=5oefqw,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2720/MFG_DS485TMX-NOPB.jpg,Active,-40°C ~ 85°C (TA),Surface Mount,"8-SOIC (0.154"", 3.90mm Width)",8-SOIC,,,,,,
IN80C188-16/TR,i186,Advanced Micro Devices,https://rocelec.widen.net/view/pdf/iwnjn9pf98/AMDID083-1.pdf?t.download=true&u=5oefqw,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5442/MFG_ANAANAAD1845JPZ.jpg,Active,0°C ~ 70°C (TA),,,,80C186,"1 Core, 16-Bit",16MHz,DRAM,-,5.0V
MAX6729KALTD3+,-,Analog Devices Inc./Maxim Integrated,https://www.analog.com/media/en/technical-documentation/data-sheets/max6715-max6729.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5791/175%7E21-0078%7EKA%7E8.jpg,Active,-40°C ~ 85°C (TA),Surface Mount,SOT-23-8,SOT-23-8,,,,,,
MAX6719UTZGD3+,*,Analog Devices Inc./Maxim Integrated,https://www.analog.com/media/en/technical-documentation/data-sheets/max6715-max6729.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/635/SOT-23-6-PKG.jpg,Active,,,,,,,,,,
MAX6723UTSYD3+,-,Analog Devices Inc./Maxim Integrated,https://www.analog.com/media/en/technical-documentation/data-sheets/max6715-max6729.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4277/175%7E21-0058%7EUT%7E6.jpg,Active,-40°C ~ 85°C (TA),Surface Mount,SOT-23-6,SOT-6,,,,,,
MC68SEC000AE20,M680x0,NXP USA Inc.,https://www.nxp.com/docs/en/product-brief/MC68SEC000.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4830/568%7ESOT1699-1%7ELH%7E64.JPG,Obsolete,0°C ~ 70°C (TA),Surface Mount,64-LQFP,64-LQFP (10x10),EC000,"1 Core, 32-Bit",20MHz,-,-,"3.3V, 5.0V"
MAX814LCPA,-,Analog Devices Inc./Maxim Integrated,https://rocelec.widen.net/view/pdf/yqehwp2ftx/MAXMS05919-1.pdf?t.download=true&u=5oefqw,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5441/MFG_NOPB.jpg,Active,0°C ~ 70°C (TA),Through Hole,"8-DIP (0.300"", 7.62mm)",8-PDIP,,,,,,
MAX791ESE,-,Analog Devices Inc./Maxim Integrated,https://rocelec.widen.net/view/pdf/acklrjjv9n/MAXMS05262-1.pdf?t.download=true&u=5oefqw,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5442/MFG_CYPCYPS25FL128P0XMFI011.jpg,Active,-40°C ~ 85°C (TA),Surface Mount,"16-SOIC (0.154"", 3.90mm Width)",16-SOIC,,,,,,
MAX817MEPA+,-,Analog Devices Inc./Maxim Integrated,https://www.analog.com/media/en/technical-documentation/data-sheets/MAX817-MAX819M.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/376/8-DIP.jpg,Obsolete,-40°C ~ 85°C (TA),Through Hole,"8-DIP (0.300"", 7.62mm)",8-PDIP,,,,,,
MAX819LCPA+,-,Analog Devices Inc./Maxim Integrated,https://www.analog.com/media/en/technical-documentation/data-sheets/MAX817-MAX819M.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/376/8-DIP.jpg,Obsolete,0°C ~ 70°C (TA),Through Hole,"8-DIP (0.300"", 7.62mm)",8-PDIP,,,,,,
MAX819MEPA+,*,Analog Devices Inc./Maxim Integrated,https://www.analog.com/media/en/technical-documentation/data-sheets/MAX817-MAX819M.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/376/8-DIP.jpg,Obsolete,,,,,,,,,,
MAX707MSA/PR,*,Analog Devices Inc./Maxim Integrated,https://rocelec.widen.net/view/pdf/2enw7xpdkb/MAX707MSAPR.pdf?t.download=true&u=axiww2,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2928/MFG_FW257-TL-E.jpg,Active,,,,,,,,,,
MAX794EPE,-,Analog Devices Inc./Maxim Integrated,https://rocelec.widen.net/view/pdf/vpjjdmrvwv/MAXMS11319-1.pdf?t.download=true&u=5oefqw,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/3090/MFG_74HC253N%2C652.jpg,Obsolete,-40°C ~ 85°C (TA),Through Hole,"16-DIP (0.300"", 7.62mm)",16-PDIP,,,,,,
RH80530NZ001256,1,Intel,https://rocelec.widen.net/view/pdf/l0rsgzk6pw/INTLS03634-1.pdf?t.download=true&u=5oefqw,,Active,100°C (TJ),Through Hole,478-BFCPGA,478-FCPGA (35x35),Mobile Intel® Celeron® Processor,"1 Core, 32-Bit",1GHz,-,-,1.4V
MC68HC11AOFNR2,*,Motorola,https://rocelec.widen.net/view/pdf/qpsaivmlmy/MOTOS08484-1.pdf?t.download=true&u=5oefqw,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5442/MFG_CYPCYPCG7686AA.jpg,Active,,,,,,,,,,
TT8050366166,MOBILE PENTIUM PROCESSOR,Intel,https://rocelec.widen.net/view/pdf/jbhqj0zofp/INTLS04687-1.pdf?t.download=true&u=5oefqw,,Active,0°C ~ 90°C (TC),Surface Mount,Module,-,Mobile Pentium® Processor,1 Core,166MHz,-,-,2.5V
TT8050266133,-,Intel,https://rocelec.widen.net/view/pdf/yp8fumo4qo/INTLS03765-1.pdf?t.download=true&u=5oefqw,,Active,,,,,,,,,,
MAX815NCSA,-,Analog Devices Inc./Maxim Integrated,https://rocelec.widen.net/view/pdf/yqehwp2ftx/MAXMS05919-1.pdf?t.download=true&u=5oefqw,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4014/MFG_EL5102ISZ.jpg,Active,0°C ~ 70°C (TA),Surface Mount,"8-SOIC (0.154"", 3.90mm Width)",8-SOIC,,,,,,
MAX815KCPA,-,Analog Devices Inc./Maxim Integrated,https://rocelec.widen.net/view/pdf/yqehwp2ftx/MAXMS05919-1.pdf?t.download=true&u=5oefqw,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5441/MFG_NOPB.jpg,Active,0°C ~ 70°C,Through Hole,"8-DIP (0.300"", 7.62mm)",8-PDIP,,,,,,
MAX800LESE,-,Analog Devices Inc./Maxim Integrated,https://rocelec.widen.net/view/pdf/0cdhjh3si9/MAXM-S-A0004197686-1.pdf?t.download=true&u=5oefqw,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5442/MFG_CYPCYPS25FL128P0XMFI011.jpg,Active,-40°C ~ 85°C (TA),Surface Mount,"16-SOIC (0.154"", 3.90mm Width)",16-SOIC,,,,,,
MCIMX233DJM4B,i.MX23,Freescale Semiconductor,https://rocelec.widen.net/view/pdf/1dsrvlx3lb/FSCLS06126-1.pdf?t.download=true&u=5oefqw,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/12/169-FBGA.jpg,Obsolete,-10°C ~ 70°C (TA),Surface Mount,169-LFBGA,169-MAPBGA (11x11),ARM926EJ-S,"1 Core, 32-Bit",454MHz,DRAM,-,"2.0V, 2.5V, 2.7V, 3.0V, 3.3V"
MC68EC000CAA10,M680x0,Freescale Semiconductor,https://rocelec.widen.net/view/pdf/jznwxw8ikl/FSCLS11200-1.pdf?t.download=true&u=5oefqw,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2747/MFG_MC68SEC000FU20.jpg,Obsolete,-40°C ~ 85°C (TA),Surface Mount,64-QFP,64-QFP (14x14),EC000,"1 Core, 32-Bit",10MHz,-,-,5.0V
MAX695EWE-T,-,Analog Devices Inc./Maxim Integrated,https://rocelec.widen.net/view/pdf/bxaanikdaa/MAXM-S-A0000775151-1.pdf?t.download=true&u=5oefqw,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5442/MFG_CYPCYPS25FL128P0XMFI011.jpg,Active,-40°C ~ 85°C (TA),Surface Mount,"16-SOIC (0.295"", 7.50mm Width)",16-SOIC,,,,,,
ADM697AQ,-,Analog Devices Inc.,https://www.analog.com/media/en/technical-documentation/data-sheets/ADM696_697.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4955/505%3BQ-16%3BQ%3B16.jpg,Obsolete,-40°C ~ 85°C,Through Hole,"16-CDIP (0.300"", 7.62mm)",16-CERDIP,,,,,,
RK80532RC064128,1,Intel,https://rocelec.widen.net/view/pdf/5yw5rdrl5v/INTLS03401-1.pdf?t.download=true&u=5oefqw,,Active,72°C (TC),Through Hole,478-BFCPGA,478-FCPGA (35x35),Intel® Celeron® Processor,"1 Core, 32-Bit",2.6GHz,-,-,"1.315V, 1.525V"
RN80532KC041512,Intel® Xeon®,Intel,https://rocelec.widen.net/view/pdf/ufvkdtvkcp/INTLS01286-1.pdf?t.download=true&u=5oefqw,,Active,70°C (TC),Through Hole,603-BFCPGA,603-mPGA (53.34x53.34),Intel® Xeon® Processor,"1 Core, 32-Bit",2GHz,-,-,1.5V
RN80532KC056512,Intel® Xeon®,Intel,https://rocelec.widen.net/view/pdf/ufvkdtvkcp/INTLS01286-1.pdf?t.download=true&u=5oefqw,,Active,74°C (TC),Through Hole,603-PGA,603-PPGA,Intel® Xeon® Processor,"1 Core, 32-Bit",2.4GHz,-,-,1.475V
RK80532PG056512,2,Intel,https://rocelec.widen.net/view/pdf/drxekvt5pt/INTLS03598-1.pdf?t.download=true&u=5oefqw,,Active,74°C (TC),Through Hole,478-BFCPGA,478-FCPGA (35x35),Intel® Pentium® III Xeon® Processor,"1 Core, 32-Bit",2.4GHz,-,-,-
MAX804TEPA,-,Analog Devices Inc./Maxim Integrated,https://rocelec.widen.net/view/pdf/urtubl2wuh/MAXM-S-A0000664092-1.pdf?t.download=true&u=5oefqw,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5441/MFG_NOPB.jpg,Active,-40°C ~ 85°C (TA),Through Hole,"8-DIP (0.300"", 7.62mm)",8-PDIP,,,,,,
CS80C86,-,Harris Corporation,https://rocelec.widen.net/view/pdf/awknf4xsa4/HRISS589-1.pdf?t.download=true&u=5oefqw,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4445/MFG_IR2132JPBF.jpg,Active,0°C ~ 70°C (TA),Surface Mount,44-LCC (J-Lead),44-PLCC (16.58x16.58),80C86,"1 Core, 16-Bit",5MHz,-,-,5V
MC9328MXSCVP10,i.MXS,NXP USA Inc.,https://www.nxp.com/docs/en/data-sheet/MC9328MXS.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/3150/568%7ESOT1566-1%7EVH%2C-VM%2C-VP%7E225.JPG,Obsolete,-40°C ~ 85°C (TA),Surface Mount,225-LFBGA,225-MAPBGA (13x13),ARM920T,"1 Core, 32-Bit",100MHz,SDRAM,-,"1.8V, 3.0V"
PXB4000EV1.4-G,*,Lantiq,,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5443/MFG_LANLANPEF55218EV2.1-G.jpg,Active,,,,,,,,,,
NK80530VY400256,-,Intel,https://rocelec.widen.net/view/pdf/ko2qutkipg/INTLS02957-1.pdf?t.download=true&u=5oefqw,,Active,,,,,,,,,,
NE80532KE072512,*,Intel,,,Active,,,,,,,,,,
RK80532KE056512,Intel® Xeon®,Intel,https://rocelec.widen.net/view/pdf/xtro8xwatv/INTLS01439-1.pdf?t.download=true&u=5oefqw,,Active,74°C (TC),Through Hole,604-PGA,604-PPGA (42.5x42.5),Intel® Xeon® Processor,"1 Core, 32-Bit",2.4GHz,-,-,1.5V
NE80532EC041512,*,Intel,,,Active,,,,,,,,,,
MAX820SCSE+,*,Analog Devices Inc./Maxim Integrated,https://datasheets.maximintegrated.com/en/ds/MAX792-MAX820T.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4847/175_16%20SOIC.jpg,Obsolete,,,,,,,,,,
MAX808MESA+,*,Analog Devices Inc./Maxim Integrated,https://datasheets.maximintegrated.com/en/ds/MAX801L-MAX808N.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4847/175_8-SOIC.jpg,Obsolete,,,,,,,,,,
MC68EC000FU8,M680x0,Motorola,https://rocelec.widen.net/view/pdf/fqozzxic8t/MOTOS09161-1.pdf?t.download=true&u=5oefqw,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2747/MFG_MC68SEC000FU20.jpg,Active,0°C ~ 70°C (TA),Surface Mount,64-QFP,64-QFP (14x14),68EC000,"1 Core, 16-Bit",8MHz,-,-,5V
MAX808MCPA+,*,Analog Devices Inc./Maxim Integrated,https://datasheets.maximintegrated.com/en/ds/MAX801L-MAX808N.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/376/8-DIP.jpg,Obsolete,,,,,,,,,,
MAX808NCPA+,-,Analog Devices Inc./Maxim Integrated,https://datasheets.maximintegrated.com/en/ds/MAX801L-MAX808N.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/376/8-DIP.jpg,Obsolete,0°C ~ 70°C (TA),Through Hole,"8-DIP (0.300"", 7.62mm)",8-PDIP,,,,,,
MAX792LESE+,*,Analog Devices Inc./Maxim Integrated,https://datasheets.maximintegrated.com/en/ds/MAX792-MAX820T.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4847/175_16%20SOIC.jpg,Obsolete,,,,,,,,,,
RH80530NZ012256,*,Intel,,,Active,,,,,,,,,,
MAX6366PKA23+T,-,Analog Devices Inc./Maxim Integrated,https://www.analog.com/media/en/technical-documentation/data-sheets/max6365-max6368p.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5791/175%7E21-0078%7EKA%7E8.jpg,Obsolete,-40°C ~ 85°C (TA),Surface Mount,SOT-23-8,SOT-23-8,,,,,,
RH80535NC013512,320,Intel,https://rocelec.widen.net/view/pdf/ibhb0ed7pb/INTLS03298-1.pdf?t.download=true&u=5oefqw,,Active,100°C (TJ),Through Hole,478-PGA,478-PPGA (35x35),Intel® Celeron® D Processor 320,"1 Core, 32-Bit",1.3GHz,-,-,1.356V
RJ80535VC6000,*,Intel,,,Active,,,,,,,,,,
9EPRS488CKLF,-,Renesas Electronics Corporation,https://www.renesas.com/us/en/document/dst/9eprs488-data-sheet,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2172/800%3BNLG72%3BNLG%2CK%3B72.jpg,Obsolete,0°C ~ 70°C,Surface Mount,72-VFQFN Exposed Pad,72-VFQFPN (10x10),,,,,,
D8088,iAPX86®,Intel,https://rocelec.widen.net/view/pdf/xfafsenjyq/INTLS03246-1.pdf?t.download=true&u=5oefqw,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/3975/MFG_MD87C51FC.jpg,Active,0°C ~ 70°C (TA),Through Hole,40-CDIP,40-CDIP,8088,"1 Core, 8-Bit",5MHz,-,-,5V
AT91SAM9G15-CU-999,SAM9G,Microchip Technology,https://ww1.microchip.com/downloads/aemDocuments/documents/MPU32/ProductDocuments/DataSheets/SAM9G15-Data-Sheet-DS60001781.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1087/217-LFBGA.jpg,Active,-40°C ~ 85°C (TA),Surface Mount,217-LFBGA,217-LFBGA (15x15),ARM926EJ-S,"1 Core, 32-Bit",400MHz,"LPDDR, LPSDR, DDR2, SDR, SRAM",-,"1.8V, 3.3V"
MCIMX233CJM4B,i.MX23,Freescale Semiconductor,https://rocelec.widen.net/view/pdf/1dsrvlx3lb/FSCLS06126-1.pdf?t.download=true&u=5oefqw,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/12/169-FBGA.jpg,Obsolete,-40°C ~ 85°C (TA),Surface Mount,169-LFBGA,169-MAPBGA (11x11),ARM926EJ-S,"1 Core, 32-Bit",454MHz,DRAM,-,"2.0V, 2.5V, 2.7V, 3.0V, 3.3V"
MC68EC000FN8R2,-,Motorola,https://rocelec.widen.net/view/pdf/pzehwlt13e/MOTOS06506-1.pdf?t.download=true&u=5oefqw,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5442/MFG_INTINTN80C152JD.jpg,Active,0°C ~ 70°C (TA),Surface Mount,68-LCC (J-Lead),68-PLCC (24.21x24.21),EC000,"1 Core, 32-Bit",8MHz,-,-,5V
AM1707BZKB3,Sitara™,Texas Instruments,//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/2307/AM1707_June%2C28%2C2016.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/830/296-256-BGA.jpg,Obsolete,0°C ~ 90°C (TJ),Surface Mount,256-BGA,256-BGA (17x17),ARM926EJ-S,"1 Core, 32-Bit",375MHz,SDRAM,10/100Mbps (1),"1.8V, 3.3V"
